Resource Type,Resource Label,Resource Id,Resource Status,Disabled Reason,,
STAGING_AREA,STG-C05,3cb989f2-db51-3921-d4d2-4bb17f0ffefd,ENABLED,NONE,,
STAGING_AREA,PRSTG-A41,3cba1252-2fa6-486b-90d8-d47bb4d18664,ENABLED,NONE,,
STAGING_AREA,PRSTG-B41,3cba1252-305f-d01d-d196-a985231482f6,ENABLED,NONE,,
STAGING_AREA,STG-B43,3cba27ad-2420-39b3-9b8a-15d548d69b7f,ENABLED,NONE,,
STAGING_AREA,STG-G28,3eb989f2-d5aa-8f89-cd3e-fdacf42b9c9e,ENABLED,NONE,,
STAGING_AREA,STG-E08,3eb989f2-dabf-09ac-6e67-3b9cccb572be,ENABLED,NONE,,
STAGING_AREA,STG-J22,3eb989f2-db65-6d29-0c94-b91ee17800a6,ENABLED,NONE,,
STAGING_AREA,STG-I21,3eb989f2-dbd5-9225-8d09-430c704f8866,ENABLED,NONE,,
STAGING_AREA,PRSTG-A9,3eba1252-2eee-9f68-65ea-2dd6b529e81f,ENABLED,NONE,,
STAGING_AREA,PRSTG-D1,3eba1252-316c-7140-bc85-7372f936e335,ENABLED,NONE,,
STAGING_AREA,STG-A61,3eba27ad-2217-4b17-0902-0332bb6c438f,ENABLED,NONE,,
STAGING_AREA,STG-E36,40ba27ad-2288-32fa-32a1-c9d511a7945b,ENABLED,NONE,,
STAGING_AREA,OVER-A4.5,40cc42c4-90b2-7825-d54e-2cb921c9d0cb,ENABLED,NONE,,
STAGING_AREA,PRSTG-B10,42ba1252-3000-4339-8f72-705f5f1f5ed2,ENABLED,NONE,,
STAGING_AREA,PRSTG-B19,42ba1252-300a-c881-1a20-5a3e84f92b99,ENABLED,NONE,,
STAGING_AREA,PRSTG-C21,42ba1252-30ec-9da7-afc3-1434657e9c94,ENABLED,NONE,,
STAGING_AREA,STG-A52,42ba27ad-1fbe-d0e8-ce3f-7ad3a775840f,ENABLED,NONE,,
STAGING_AREA,STG-D53,42ba27ad-2012-eabf-dbcc-70d629238359,ENABLED,NONE,,
STAGING_AREA,STG-G42,42ba27ad-2116-0a0f-756c-43c3a04a2652,ENABLED,NONE,,
STAGING_AREA,STG-H01,44b989f2-d696-354a-7a5e-a45627b513cc,ENABLED,NONE,,
STAGING_AREA,STG-A17,44b989f2-d6ea-a58a-18ee-2841a40b73d8,ENABLED,NONE,,
STAGING_AREA,STG-B22,44b989f2-d7b1-0022-c408-6baf44c10098,ENABLED,NONE,,
STAGING_AREA,PRSTG-C31,44ba1252-310e-e38c-e29c-6206dbe0a3db,ENABLED,NONE,,
